PICKED_THM;ARTICLE_CODE;AREA;AISLE;COLUMN;SHELF;LEFT_OR_RIGHT;STOCK;RESERVED
167061244;923;MZN2;24;6;1;R;24;0
167047547;1258;MZN2;24;6;2;L;30;0
167051265;866;MZN2;24;7;1;R;147;0
167054624;935;MZN2;24;7;2;L;52;0
167054624;893;MZN2;24;7;2;L;6;0
567409824;1285;MZN2;24;8;1;R;3;0
167056359;924;MZN2;24;8;2;L;21;0
167054627;1084;MZN2;24;8;2;R;273;0
167061246;1285;MZN2;24;9;1;R;9;0
167052278;925;MZN2;24;11;1;R;8;0
167052278;948;MZN2;24;11;1;R;16;0
167050568;967;MZN2;24;11;2;L;15;0
167050568;927;MZN2;24;11;2;L;234;0
167054651;955;MZN2;24;11;2;R;44;0
167052276;1087;MZN2;24;11;2;R;65;0
167052276;1109;MZN2;24;11;2;R;30;0
167050568;926;MZN2;24;11;2;L;1;0
167052275;2121;MZN2;24;12;1;L;21;0
167066934;1328;MZN2;24;12;1;R;176;0
167066934;561;MZN2;24;12;1;R;1;0
167066934;927;MZN2;24;12;1;R;9;0
167066934;926;MZN2;24;12;1;R;43;0
167066934;1087;MZN2;24;12;1;R;54;0
567409836;561;MZN2;24;12;2;L;1;0
567409836;1087;MZN2;24;12;2;L;59;0
167050570;927;MZN2;24;12;2;R;201;0
167050570;1256;MZN2;24;12;2;R;124;0
167057944;2121;MZN2;24;13;1;R;1;0
167057944;1302;MZN2;24;13;1;R;2;0
167057944;777;MZN2;24;13;1;R;96;0
167067700;928;MZN2;24;13;2;L;45;0
167067700;929;MZN2;24;13;2;L;57;0
167067700;930;MZN2;24;13;2;L;3;0
167057931;777;MZN2;24;14;1;L;174;0
167057956;925;MZN2;24;14;1;R;38;0
167057904;2121;MZN2;24;15;1;L;39;0
167057904;777;MZN2;24;15;1;L;126;0
167050561;1328;MZN2;24;15;1;R;192;0
167050561;1329;MZN2;24;15;1;R;20;0
567405316;1304;MZN2;24;15;1;R;5;0
167067704;931;MZN2;24;15;2;R;2;0
167054828;1031;MZN2;24;16;1;L;6;0
167059598;1304;MZN2;24;16;1;R;13;0
567410325;601;MZN2;24;16;2;R;8;0
167067705;931;MZN2;24;16;2;R;18;0
567405322;1300;MZN2;24;17;1;R;25;0
567405322;2121;MZN2;24;17;1;R;24;0
167067702;1339;MZN2;24;17;2;R;8;0
167056986;1313;MZN2;24;17;2;R;1;0
167067703;1309;MZN2;24;18;2;R;16;0
167067703;1339;MZN2;24;18;2;R;2;0
567425535;1018;MZN2;25;1;2;R;15;0
167061312;557;MZN2;25;2;1;R;1;0
167055827;1018;MZN2;25;2;2;R;5;0
567405331;905;MZN2;25;3;1;L;13;0
167054617;1049;MZN2;25;4;1;L;40;0
167054617;936;MZN2;25;4;1;L;408;0
167047164;932;MZN2;25;5;2;R;19;0
167047163;933;MZN2;25;6;1;L;44;0
167047149;1020;MZN2;25;6;2;L;18;0
167047149;993;MZN2;25;6;2;L;1;0
167047147;1020;MZN2;25;6;2;R;1;0
567425482;565;MZN2;25;6;2;R;12;0
167047161;934;MZN2;25;7;1;R;44;0
167070336;788;MZN2;25;8;1;L;2171;0
167059354;938;MZN2;25;8;1;R;13;0
167059354;936;MZN2;25;8;1;R;114;0
167059354;935;MZN2;25;8;1;R;3;0
167047548;1258;MZN2;25;8;2;L;120;0
567364154;1049;MZN2;25;8;2;R;16;0
567364154;936;MZN2;25;8;2;R;6;0
567409139;1084;MZN2;25;9;1;L;14;0
567409139;937;MZN2;25;9;1;L;336;0
167070371;938;MZN2;25;9;1;R;6;0
167054650;1110;MZN2;25;9;2;L;1;0
167054650;939;MZN2;25;9;2;L;46;0
167054650;1049;MZN2;25;9;2;L;67;0
167047549;1258;MZN2;25;9;2;R;120;0
167041725;788;MZN2;25;9;1;R;1;0
167054713;940;MZN2;25;11;1;L;48;0
167058192;941;MZN2;25;11;1;L;10;0
167045143;942;MZN2;25;11;1;R;284;0
167046929;1109;MZN2;25;12;1;L;30;0
167046929;1110;MZN2;25;12;1;L;2;0
167054716;940;MZN2;25;12;1;R;200;0
167047597;1227;MZN2;25;12;2;R;260;0
167055862;1196;MZN2;25;13;1;L;1040;0
567409837;1087;MZN2;25;13;1;R;75;0
167054714;940;MZN2;25;13;2;R;192;0
567409154;902;MZN2;25;14;1;L;1;0
567425483;944;MZN2;25;14;2;L;8;0
567425483;943;MZN2;25;14;2;L;12;0
567409153;943;MZN2;25;14;2;R;28;0
567409153;944;MZN2;25;14;2;R;1;0
167047596;1227;MZN2;25;15;1;L;375;0
167055863;782;MZN2;25;16;1;R;110;0
567409163;945;MZN2;25;16;2;R;66;0
167047595;946;MZN2;25;17;1;L;110;0
167047595;1227;MZN2;25;17;1;L;225;0
167055865;782;MZN2;25;17;1;R;96;0
167047594;946;MZN2;25;17;2;L;300;0
167055844;944;MZN2;25;17;2;R;15;0
167070277;782;MZN2;25;17;2;R;100;0
167055841;942;MZN2;25;18;1;R;524;0
567508612;1087;MZN2;25;18;1;R;70;0
567409171;944;MZN2;25;18;2;R;15;0
167045407;606;MZN2;26;1;2;L;1;0
167067712;947;MZN2;26;1;2;L;54;0
167067712;1901;MZN2;26;1;2;L;3;0
167067712;1296;MZN2;26;1;2;L;1;0
167045408;562;MZN2;26;1;2;R;1;0
167045408;606;MZN2;26;1;2;R;1;0
167045405;606;MZN2;26;2;2;L;1;0
167055819;949;MZN2;26;2;2;R;6;0
167055819;948;MZN2;26;2;2;R;2;0
167067714;1296;MZN2;26;4;2;L;2;0
167055852;1018;MZN2;26;4;2;R;6;0
167056154;907;MZN2;26;6;2;L;368;0
167056154;1250;MZN2;26;6;2;L;2;0
167050608;1240;MZN2;26;6;2;R;194;0
167052270;950;MZN2;26;7;1;L;36;0
167045215;1253;MZN2;26;7;1;R;216;0
167056153;907;MZN2;26;7;2;L;328;0
167056153;1250;MZN2;26;7;2;L;17;0
167045213;1254;MZN2;26;7;2;R;931;0
167047135;1253;MZN2;26;8;1;L;200;0
567184006;1276;MZN2;26;8;2;L;10;0
167067713;1087;MZN2;26;8;2;L;38;0
167067713;1109;MZN2;26;8;2;L;82;0
167067713;1110;MZN2;26;8;2;L;21;0
167067713;951;MZN2;26;8;2;L;4;0
167047143;1340;MZN2;26;8;2;R;18;0
167047143;1303;MZN2;26;8;2;R;5;0
167047143;1276;MZN2;26;8;2;R;4;0
167045214;1253;MZN2;26;9;2;L;128;0
167054646;629;MZN2;26;9;2;R;196;0
167054640;870;MZN2;26;11;2;L;222;0
567425323;1369;MZN2;26;11;2;R;348;0
167054715;1369;MZN2;26;12;2;L;210;0
167066614;952;MZN2;26;13;1;L;4;0
167066614;953;MZN2;26;13;1;L;4;0
167047562;1236;MZN2;26;13;2;R;160;0
167058193;941;MZN2;26;14;1;L;18;0
167047563;1236;MZN2;26;14;2;L;160;0
167047564;1236;MZN2;26;14;2;R;152;0
167047565;1259;MZN2;26;15;2;R;160;0
167047567;1259;MZN2;26;16;2;L;36;0
167047566;1259;MZN2;26;16;2;R;160;0
567534097;954;MZN2;26;18;1;L;10;0
567520639;955;MZN2;26;18;1;R;8;0
567520639;1418;MZN2;26;18;1;R;72;0
567520639;1377;MZN2;26;18;1;R;5;0
167045242;1418;MZN2;26;18;2;R;132;0
167052518;1201;MZN2;27;1;1;R;2;0
167052518;2121;MZN2;27;1;1;R;1;0
167048252;957;MZN2;27;1;2;L;86;0
167048250;958;MZN2;27;1;2;R;32;0
167052614;956;MZN2;27;1;1;L;1;0
167045329;956;MZN2;27;1;2;R;1;0
167052612;1201;MZN2;27;2;1;R;68;0
167048255;956;MZN2;27;2;2;L;172;0
167041408;959;MZN2;27;2;2;R;7;0
567425187;956;MZN2;27;2;1;L;1;0
567425195;959;MZN2;27;2;1;R;1;0
167048258;1033;MZN2;27;3;1;R;3;0
167048238;1033;MZN2;27;4;1;R;14;0
167048238;960;MZN2;27;4;1;R;10;0
167048238;1038;MZN2;27;4;1;R;92;0
167056984;1102;MZN2;27;4;2;L;560;0
567425508;961;MZN2;27;4;2;R;3;0
167045317;1258;MZN2;27;5;2;L;120;0
167048254;959;MZN2;27;6;2;L;198;0
167048254;956;MZN2;27;6;2;L;21;0
167047570;1258;MZN2;27;6;2;R;120;0
567425189;594;MZN2;27;7;2;L;14;0
567425189;572;MZN2;27;7;2;L;2;0
167052269;950;MZN2;27;8;1;L;66;0
167048270;1038;MZN2;27;8;1;R;124;0
167048270;965;MZN2;27;8;1;R;40;0
567425173;965;MZN2;27;8;2;R;58;0
567425173;962;MZN2;27;8;2;R;21;0
167045243;963;MZN2;27;9;1;L;10;0
167045243;964;MZN2;27;9;1;L;138;0
167048268;1038;MZN2;27;9;1;R;4;0
167048268;965;MZN2;27;9;1;R;2;0
167048268;962;MZN2;27;9;1;R;101;0
167070276;963;MZN2;27;9;2;L;111;0
567425168;565;MZN2;27;9;2;R;24;0
167054706;1418;MZN2;27;11;2;L;66;0
167054706;1369;MZN2;27;11;2;L;6;0
167047572;1258;MZN2;27;11;2;R;120;0
167047573;1258;MZN2;27;12;2;L;120;0
167054705;1286;MZN2;27;12;2;R;84;0
167054705;1418;MZN2;27;12;2;R;48;0
167045149;1196;MZN2;27;13;1;L;481;0
167045149;966;MZN2;27;13;1;L;754;0
167057723;925;MZN2;27;13;2;L;16;0
167059355;870;MZN2;27;13;2;R;9;0
567418980;967;MZN2;27;14;1;L;4;0
167045151;968;MZN2;27;14;1;L;240;0
167045151;969;MZN2;27;14;1;L;8;0
167045150;966;MZN2;27;14;1;R;1690;0
167045153;970;MZN2;27;14;2;R;9;0
167045153;971;MZN2;27;14;2;R;80;0
167054031;954;MZN2;27;15;1;L;25;0
167054031;840;MZN2;27;15;1;L;126;0
167052627;972;MZN2;27;15;1;R;42;0
167047575;1259;MZN2;27;15;2;L;16;0
167047575;973;MZN2;27;15;2;L;16;0
167059347;870;MZN2;27;15;2;L;60;0
167045152;966;MZN2;27;15;2;R;1670;0
167047577;1259;MZN2;27;16;2;L;32;0
167047577;973;MZN2;27;16;2;L;27;0
167047576;1259;MZN2;27;16;2;R;160;0
167047578;1259;MZN2;27;17;2;L;160;0
167047579;1259;MZN2;27;18;2;L;148;0
167041200;1213;MZN3;1;2;1;L;54;0
167052505;974;MZN3;1;3;2;R;28;0
167052505;975;MZN3;1;3;2;R;2;0
167052497;976;MZN3;1;4;1;L;10;0
167052497;1230;MZN3;1;4;1;L;27;0
567362857;974;MZN3;1;4;1;R;52;0
567362857;1152;MZN3;1;4;1;R;6;0
167052495;1152;MZN3;1;5;2;R;28;0
167052495;976;MZN3;1;5;2;R;12;0
567470290;1416;MZN3;1;6;1;L;222;0
167052441;976;MZN3;1;6;2;L;1;0
567470292;1236;MZN3;1;7;1;L;200;0
567470291;1236;MZN3;1;7;2;L;200;0
167067362;1197;MZN3;1;10;1;R;111;0
567470298;1377;MZN3;1;11;2;L;210;0
167041391;1259;MZN3;1;11;2;R;216;0
167061924;977;MZN3;1;12;2;R;30;0
167041390;1259;MZN3;1;13;2;R;208;0
167059608;978;MZN3;1;15;1;L;127;0
567473590;975;MZN3;1;15;1;R;34;0
567469786;979;MZN3;2;1;1;R;434;0
567469788;980;MZN3;2;2;1;R;84;0
167055938;1237;MZN3;2;2;2;R;150;0
567746085;1036;MZN3;2;3;2;R;171;0
567746086;1041;MZN3;2;4;2;R;120;0
167048329;1066;MZN3;2;9;1;R;43;0
167048329;1067;MZN3;2;9;1;R;75;0
567470325;981;MZN3;2;10;1;L;546;0
567470325;1222;MZN3;2;10;1;L;14;0
567436617;984;MZN3;2;10;1;R;113;0
567436617;981;MZN3;2;10;1;R;99;0
167062051;1127;MZN3;2;10;2;L;84;0
167062051;1123;MZN3;2;10;2;L;72;0
567746081;1036;MZN3;2;10;2;R;120;0
567470327;981;MZN3;2;11;1;L;297;0
567470327;983;MZN3;2;11;1;L;462;0
567746080;1036;MZN3;2;11;2;L;120;0
567470329;983;MZN3;2;12;1;L;1296;0
167038898;983;MZN3;2;12;2;R;133;0
167038898;1036;MZN3;2;12;2;R;114;0
567468430;982;MZN3;2;12;1;R;1;0
567470330;984;MZN3;2;13;1;L;8;0
567470330;981;MZN3;2;13;1;L;219;0
167063896;988;MZN3;2;13;1;L;129;0
167058027;986;MZN3;2;13;1;R;68;0
567362798;987;MZN3;2;13;2;R;241;0
567470330;983;MZN3;2;13;1;L;5;0
167063210;985;MZN3;2;13;1;R;2;0
167063211;985;MZN3;2;14;1;L;22;0
167063897;988;MZN3;2;14;1;L;39;0
167063897;1106;MZN3;2;14;1;L;300;0
167052180;989;MZN3;2;14;1;R;9;0
567746078;1036;MZN3;2;14;2;L;120;0
167041600;1285;MZN3;2;15;1;R;60;0
167052633;990;MZN3;2;15;2;L;4;0
167063889;1106;MZN3;2;16;1;L;490;0
167063889;1107;MZN3;2;16;1;L;52;0
567468434;991;MZN3;2;16;1;R;64;0
567746082;984;MZN3;2;16;2;L;43;0
567746082;1036;MZN3;2;16;2;L;117;0
167059614;1285;MZN3;2;17;1;L;50;0
167059628;1285;MZN3;2;17;1;R;44;0
167038909;579;MZN3;3;1;1;L;2;0
167059627;992;MZN3;3;1;1;R;20;0
167046873;1041;MZN3;3;1;2;L;120;0
167059626;993;MZN3;3;2;1;L;1;0
567435773;994;MZN3;3;3;1;L;81;0
167066206;2269;MZN3;3;4;1;L;45;0
167058043;997;MZN3;3;4;2;L;64;0
167051238;995;MZN3;3;4;2;R;748;0
167062838;996;MZN3;3;5;1;L;56;0
167063534;997;MZN3;3;5;1;R;6;0
167057886;998;MZN3;3;5;2;L;7;0
167063882;999;MZN3;3;5;2;R;8;0
167063882;1000;MZN3;3;5;2;R;3;0
167058041;1001;MZN3;3;7;2;L;675;0
167051243;1041;MZN3;3;7;2;R;102;0
167039069;1041;MZN3;3;8;2;L;135;0
167061917;1001;MZN3;3;9;2;R;11;0
167057887;1337;MZN3;3;10;1;L;101;0
167056380;1002;MZN3;3;10;2;L;49;0
167056380;1009;MZN3;3;10;2;L;46;0
567468470;1124;MZN3;3;10;2;R;51;0
567468470;1003;MZN3;3;10;2;R;3;0
567468470;1004;MZN3;3;10;2;R;4;0
167055631;1054;MZN3;3;11;1;L;11;0
567468467;1224;MZN3;3;11;1;R;50;0
167063487;1005;MZN3;3;11;2;R;7;0
167063487;1006;MZN3;3;11;2;R;57;0
167063487;1007;MZN3;3;11;2;R;21;0
167063487;1175;MZN3;3;11;2;R;10;0
167062957;1008;MZN3;3;12;1;L;85;0
167062957;1009;MZN3;3;12;1;L;18;0
167048180;1010;MZN3;3;12;2;L;27;0
167055634;1011;MZN3;3;12;2;R;19;0
167059554;1002;MZN3;3;12;2;R;57;0
167062865;1222;MZN3;3;13;1;L;58;0
167066240;1013;MZN3;3;13;1;R;8;0
567468457;1039;MZN3;3;13;2;L;14;0
567468458;1012;MZN3;3;13;2;R;45;0
567468450;1224;MZN3;3;14;1;R;44;0
167063888;1107;MZN3;3;14;2;R;120;0
567468450;1013;MZN3;3;14;1;R;1;0
167063488;1005;MZN3;3;15;1;R;130;0
567468453;1010;MZN3;3;15;2;L;94;0
567468448;1015;MZN3;3;15;2;R;35;0
167063887;1107;MZN3;3;15;2;R;106;0
567468453;1014;MZN3;3;15;2;L;1;0
567746090;1036;MZN3;3;16;2;L;120;0
567468445;1016;MZN3;3;16;2;R;20;0
567468445;1017;MZN3;3;16;2;R;8;0
567468445;1018;MZN3;3;16;2;R;4;0
567468444;1079;MZN3;3;17;1;R;156;0
567468444;1018;MZN3;3;17;1;R;1;0
567435779;1019;MZN3;4;2;1;L;684;0
567425358;1264;MZN3;4;2;2;L;212;0
567467409;1020;MZN3;4;3;1;R;5;0
567467409;993;MZN3;4;3;1;R;25;0
567488477;1048;MZN3;4;3;2;L;194;0
167051242;1021;MZN3;4;3;2;R;64;0
167051242;1045;MZN3;4;3;2;R;9;0
167051368;1022;MZN3;4;4;1;R;13;0
167051247;1041;MZN3;4;4;2;R;129;0
167059618;1024;MZN3;4;5;1;R;5;0
167059618;977;MZN3;4;5;1;R;39;0
167062839;1023;MZN3;4;5;1;L;1;0
167061920;1025;MZN3;4;7;1;L;16;0
167063891;1204;MZN3;4;7;1;R;12;0
167056319;1404;MZN3;4;7;2;R;98;0
167067365;1043;MZN3;4;8;1;L;120;0
567467426;1026;MZN3;4;8;1;L;5;0
167061919;1001;MZN3;4;8;2;L;684;0
567424548;1092;MZN3;4;9;1;R;96;0
167061918;1001;MZN3;4;10;1;R;352;0
167061918;1058;MZN3;4;10;1;R;408;0
567474893;1027;MZN3;4;10;2;R;4;0
167067366;1028;MZN3;4;10;2;R;10;0
567276075;1176;MZN3;4;10;2;R;40;0
567473532;585;MZN3;4;11;1;L;1;0
167048230;1029;MZN3;4;11;1;L;48;0
167062034;1124;MZN3;4;12;1;L;69;0
167052178;1029;MZN3;4;12;1;L;118;0
167052722;1108;MZN3;4;12;1;R;72;0
167047219;1032;MZN3;4;12;2;R;2;0
167062050;1030;MZN3;4;12;1;R;1;0
567425367;1031;MZN3;4;12;2;L;2;0
167048197;1033;MZN3;4;13;1;R;79;0
167056563;1034;MZN3;4;13;2;L;16;0
167063182;1035;MZN3;4;13;2;L;252;0
567425376;1016;MZN3;4;13;2;R;30;0
167062883;1147;MZN3;4;14;1;L;1;0
167052201;1029;MZN3;4;14;1;R;94;0
567425375;999;MZN3;4;14;2;L;82;0
567425366;1016;MZN3;4;14;2;R;5;0
167052631;1037;MZN3;4;14;2;R;9;0
567425375;1036;MZN3;4;14;2;L;2;0
167048195;1038;MZN3;4;15;1;R;496;0
567425379;1039;MZN3;4;15;2;R;3;0
167063880;1000;MZN3;4;17;1;L;11;0
167066388;1283;MZN3;4;18;2;L;6;0
167062772;1040;MZN3;5;2;2;L;45;0
567214020;1041;MZN3;5;3;2;L;9;0
567474885;567;MZN3;5;4;1;L;3;0
167052195;1042;MZN3;5;4;2;L;168;0
167067376;1043;MZN3;5;4;2;R;30;0
167041644;2200;MZN3;5;5;2;R;2;0
167052315;1704;MZN3;5;6;2;L;38;0
167046825;2108;MZN3;5;6;2;R;20;0
167054036;1044;MZN3;5;7;1;R;3;0
567474892;1042;MZN3;5;7;2;L;210;0
167067377;1815;MZN3;5;7;2;R;62;0
167067378;1045;MZN3;5;7;2;R;2;0
167067377;1046;MZN3;5;7;2;R;92;0
567409080;1050;MZN3;5;8;1;L;534;0
167066208;1043;MZN3;5;9;2;L;39;0
567409132;1222;MZN3;5;10;1;R;38;0
567409132;1047;MZN3;5;10;1;R;4;0
167047225;1092;MZN3;5;10;2;L;140;0
167062884;1177;MZN3;5;11;1;R;86;0
567409125;1057;MZN3;5;11;2;L;63;0
167061305;1023;MZN3;5;12;1;L;22;0
167059660;1048;MZN3;6;1;2;R;4;0
167059660;1392;MZN3;6;1;2;R;18;0
167059660;871;MZN3;6;1;2;R;2;0
167046842;1041;MZN3;6;2;2;R;120;0
167052682;1048;MZN3;6;3;1;R;1;0
567409341;1270;MZN3;6;4;2;R;300;0
167046728;1269;MZN3;6;5;2;L;172;0
167048356;1050;MZN3;6;6;1;R;108;0
167046727;1073;MZN3;6;6;2;L;100;0
167048357;1049;MZN3;6;6;1;L;1;0
567409361;567;MZN3;6;7;1;L;3;0
167048358;1315;MZN3;6;7;1;R;140;0
167062864;1155;MZN3;6;8;1;R;42;0
167062864;1047;MZN3;6;8;1;R;11;0
167048359;1315;MZN3;6;8;1;R;4;0
167038900;1377;MZN3;6;8;2;L;205;0
167048359;1051;MZN3;6;8;1;R;2;0
167038902;1052;MZN3;6;9;2;L;9;0
167038902;1053;MZN3;6;9;2;L;67;0
167047239;1032;MZN3;6;9;2;R;12;0
167050822;2664;MZN3;6;10;1;L;2;0
167050822;2580;MZN3;6;10;1;L;8;0
167050822;2744;MZN3;6;10;1;L;1;0
567410336;1056;MZN3;6;10;1;R;198;0
167066772;1054;MZN3;6;10;2;R;2;0
167047226;1092;MZN3;6;11;2;L;118;0
167058026;1055;MZN3;6;11;1;R;1;0
167041448;1056;MZN3;6;12;1;L;193;0
167062770;1060;MZN3;6;12;2;L;390;0
167063214;1057;MZN3;6;12;2;R;4;0
567410348;1059;MZN3;6;13;2;R;464;0
167048432;1263;MZN3;6;14;1;L;72;0
167048432;1264;MZN3;6;14;1;L;150;0
567556117;1059;MZN3;6;15;1;R;452;0
167050833;1058;MZN3;6;15;2;R;228;0
167050833;1059;MZN3;6;15;2;R;204;0
167067346;1061;MZN3;6;16;2;R;129;0
167048430;1060;MZN3;6;16;2;L;12;0
167050831;1202;MZN3;6;17;1;R;51;0
167050831;1062;MZN3;6;17;1;R;204;0
167048194;1063;MZN3;6;17;2;L;176;0
167067347;1062;MZN3;6;17;2;R;500;0
167067347;1019;MZN3;6;17;2;R;1;0
167046856;1036;MZN3;7;3;2;L;120;0
567418996;599;MZN3;7;3;2;R;5;0
567418975;1064;MZN3;7;4;2;R;13;0
167048326;1068;MZN3;7;5;1;L;195;0
167046720;1065;MZN3;7;5;1;R;114;0
167066204;719;MZN3;7;5;2;R;2;0
167066205;2269;MZN3;7;5;2;R;34;0
167048327;1066;MZN3;7;6;1;R;20;0
167046729;1073;MZN3;7;6;2;R;88;0
167048327;1067;MZN3;7;6;1;R;5;0
167048328;1068;MZN3;7;7;1;L;124;0
567436558;1069;MZN3;7;7;2;R;252;0
167048324;1066;MZN3;7;8;1;R;68;0
167039054;1070;MZN3;7;8;2;L;27;0
167039054;1215;MZN3;7;8;2;L;27;0
567457424;585;MZN3;7;8;2;R;26;0
167062771;1040;MZN3;7;8;2;R;100;0
167044791;1071;MZN3;7;9;1;L;1136;0
167047238;1092;MZN3;7;9;2;R;120;0
167044969;1124;MZN3;7;10;2;L;153;0
167046674;1195;MZN3;7;11;2;L;41;0
167046668;1072;MZN3;7;11;2;R;2;0
167046668;1327;MZN3;7;11;2;R;3;0
167066002;1326;MZN3;7;13;1;R;10;0
167066002;1283;MZN3;7;13;1;R;20;0
167066002;1386;MZN3;7;13;1;R;28;0
167044972;2108;MZN3;7;13;2;L;94;0
167044975;1751;MZN3;7;13;2;R;10;0
167044975;1073;MZN3;7;13;2;R;13;0
167044975;1074;MZN3;7;13;2;R;6;0
167044975;1075;MZN3;7;13;2;R;8;0
167044975;1072;MZN3;7;13;2;R;6;0
167044975;811;MZN3;7;13;2;R;2;0
167044975;791;MZN3;7;13;2;R;2;0
167044955;1076;MZN3;7;14;1;R;132;0
167052628;1077;MZN3;7;14;2;L;33;0
167044973;2108;MZN3;7;14;2;R;1;0
167044973;2357;MZN3;7;14;2;R;19;0
567419001;1078;MZN3;7;15;1;L;514;0
167044981;1080;MZN3;7;15;1;R;41;0
167044981;1326;MZN3;7;15;1;R;4;0
167044981;1283;MZN3;7;15;1;R;12;0
167044956;1076;MZN3;7;16;1;L;200;0
167046676;1074;MZN3;7;16;2;L;24;0
167046676;1072;MZN3;7;16;2;L;6;0
567410332;1079;MZN3;7;16;2;R;107;0
167046676;1073;MZN3;7;16;2;L;1;0
167045526;1080;MZN3;7;17;1;L;10;0
167063075;1203;MZN3;7;17;2;R;60;0
167063075;1081;MZN3;7;17;2;R;54;0
167058022;1114;MZN3;8;1;1;R;19;0
167053809;1271;MZN3;8;1;2;L;20;0
167053809;1109;MZN3;8;1;2;L;130;0
167058036;1109;MZN3;8;2;1;R;198;0
167062806;1399;MZN3;8;2;2;L;80;0
167062806;1082;MZN3;8;2;2;L;7;0
567436784;570;MZN3;8;3;1;L;1;0
567436784;1083;MZN3;8;3;1;L;82;0
167041294;1084;MZN3;8;3;1;R;1023;0
167062768;1060;MZN3;8;3;2;L;390;0
167046846;1041;MZN3;8;4;2;R;123;0
567167182;921;MZN3;8;6;1;L;4;0
167058869;1085;MZN3;8;6;1;L;15;0
567405641;1050;MZN3;8;6;2;L;498;0
567405641;1109;MZN3;8;6;2;L;150;0
567167184;1086;MZN3;8;7;1;L;67;0
567419054;1087;MZN3;8;7;1;R;43;0
567419054;1109;MZN3;8;7;1;R;230;0
167052232;1082;MZN3;8;7;2;R;117;0
567410589;1086;MZN3;8;8;1;L;96;0
567419052;1023;MZN3;8;8;1;R;19;0
567419052;1088;MZN3;8;8;1;R;46;0
167062775;1086;MZN3;8;9;1;L;3;0
167062775;1128;MZN3;8;9;1;L;336;0
167047252;1258;MZN3;8;9;2;L;120;0
167046857;1090;MZN3;8;9;2;R;79;0
167046857;1089;MZN3;8;9;2;R;8;0
167052206;1093;MZN3;8;11;1;L;30;0
567219728;1313;MZN3;8;11;1;L;18;0
167063505;1115;MZN3;8;11;2;L;9;0
167063505;1091;MZN3;8;11;2;L;3;0
167047236;1092;MZN3;8;11;2;R;77;0
167044949;1313;MZN3;8;12;1;L;42;0
167057022;1093;MZN3;8;12;1;R;24;0
167057022;1223;MZN3;8;12;1;R;31;0
167062792;1082;MZN3;8;12;2;L;144;0
167063504;1091;MZN3;8;13;2;L;14;0
167057016;1283;MZN3;8;13;2;R;52;0
167057016;1386;MZN3;8;13;2;R;144;0
567473559;1154;MZN3;8;14;2;R;66;0
167057024;1094;MZN3;8;15;2;L;34;0
167057024;1095;MZN3;8;15;2;L;143;0
167057024;1096;MZN3;8;15;2;L;56;0
567405625;1102;MZN3;8;16;1;L;372;0
567405625;1097;MZN3;8;16;1;L;44;0
567419029;1096;MZN3;8;16;2;L;492;0
567419030;1089;MZN3;8;16;2;R;260;0
567405625;1098;MZN3;8;16;1;L;1;0
167048172;1099;MZN3;8;17;1;L;15;0
167048172;1103;MZN3;8;17;1;L;16;0
567405623;888;MZN3;8;17;1;R;1;0
167044943;1100;MZN3;8;17;2;L;76;0
167044945;1101;MZN3;8;18;1;L;281;0
167062995;1326;MZN3;8;18;1;R;10;0
167062995;1102;MZN3;8;18;1;R;245;0
167062995;1283;MZN3;8;18;1;R;30;0
567419025;1099;MZN3;8;18;2;R;23;0
567419025;1103;MZN3;8;18;2;R;40;0
567475802;1103;MZN3;8;18;2;L;2;0
567191416;1104;MZN3;9;1;1;L;18;0
167063508;888;MZN3;9;1;2;R;1;0
4197218285;1105;MZN3;9;3;2;L;4;0
167063563;1000;MZN3;9;4;2;L;8;0
167063563;1143;MZN3;9;4;2;L;2;0
167063563;1106;MZN3;9;4;2;L;80;0
167063563;1107;MZN3;9;4;2;L;16;0
167066147;1105;MZN3;9;4;2;R;17;0
167056213;1108;MZN3;9;5;1;R;2;0
567518823;1393;MZN3;9;6;1;L;96;0
567192591;1222;MZN3;9;6;1;R;34;0
167047460;1109;MZN3;9;7;2;L;8;0
167047460;1110;MZN3;9;7;2;L;54;0
167063556;1204;MZN3;9;7;2;R;63;0
167048316;2357;MZN3;9;8;2;L;26;0
167048316;2102;MZN3;9;8;2;L;20;0
167063539;1222;MZN3;9;9;1;L;44;0
567124358;1192;MZN3;9;11;1;L;36;0
567124358;1184;MZN3;9;11;1;L;35;0
167048226;1111;MZN3;9;11;2;L;13;0
567276086;1138;MZN3;9;12;2;L;220;0
167044952;1112;MZN3;9;13;1;L;22;0
567124292;1139;MZN3;9;13;2;L;45;0
167063482;1006;MZN3;9;13;2;L;260;0
167058033;884;MZN3;9;13;2;R;16;0
167058033;1113;MZN3;9;13;2;R;170;0
167058025;1114;MZN3;9;14;1;R;8;0
167063503;1115;MZN3;9;14;2;L;3;0
167058030;1113;MZN3;9;14;2;R;200;0
567132318;1116;MZN3;9;15;1;R;7;0
167057010;1095;MZN3;9;15;1;R;184;0
167063483;1006;MZN3;9;15;2;R;124;0
167044951;1080;MZN3;9;16;1;L;48;0
167063484;1111;MZN3;9;16;2;L;129;0
567504672;1139;MZN3;9;16;2;R;125;0
567473576;554;MZN3;9;17;1;L;34;0
167063072;1117;MZN3;9;17;1;R;45;0
167063072;1203;MZN3;9;17;1;R;148;0
