PICKED_THM;ARTICLE_CODE;AREA;AISLE;COLUMN;SHELF;LEFT_OR_RIGHT;STOCK;RESERVED
8517168232;1340;MZN1;1;3;2;L;2;0
8517168232;1344;MZN1;1;3;2;L;2;0
8517168804;968;MZN1;1;3;2;L;4;0
8517168232;1049;MZN1;1;3;2;L;1;0
8517168286;646;MZN1;1;3;2;L;1;0
8517168712;710;MZN1;1;4;1;L;6;0
8517147534;1258;MZN1;1;4;1;L;3;0
8517168712;904;MZN1;1;4;1;L;6;0
8517147534;1992;MZN1;1;4;1;L;1;0
8517168712;876;MZN1;1;4;1;L;1;0
8517169178;1148;MZN1;1;5;2;L;2;0
8517169195;1162;MZN1;1;5;2;L;1;0
8517169328;1371;MZN1;1;5;2;L;1;0
8517163451;507;MZN1;1;5;2;L;5;0
8517163456;507;MZN1;1;5;2;L;5;0
8517169240;1369;MZN1;1;5;2;L;6;0
8517163456;1105;MZN1;1;5;2;L;1;0
8517163497;1105;MZN1;1;5;2;L;1;0
8517163497;866;MZN1;1;5;2;L;3;0
8517169328;1234;MZN1;1;5;2;L;1;0
8517169240;1352;MZN1;1;5;2;L;1;0
8517169240;1351;MZN1;1;5;2;L;4;0
8517169290;1375;MZN1;1;5;2;L;1;0
8517169328;1406;MZN1;1;5;2;L;2;0
8517169178;699;MZN1;1;5;2;L;2;0
8517169178;692;MZN1;1;5;2;L;4;0
8517163487;1087;MZN1;1;5;2;L;1;0
8517169195;1143;MZN1;1;5;2;L;4;0
8517163497;1144;MZN1;1;5;2;L;8;0
8517169240;1144;MZN1;1;5;2;L;4;0
8517169290;1425;MZN1;1;5;2;L;15;0
8517163456;961;MZN1;1;5;2;L;2;0
8517163487;961;MZN1;1;5;2;L;1;0
8517169290;1263;MZN1;1;5;2;L;1;0
167059611;554;MZN1;1;5;1;R;1;0
8517167951;635;MZN1;1;8;2;L;5;0
8517168134;1137;MZN1;1;8;2;L;1;0
8517167886;1078;MZN1;1;8;2;L;8;0
8517167951;665;MZN1;1;8;2;L;10;0
8517168134;762;MZN1;1;8;2;L;3;0
167062908;78;MZN1;1;11;1;R;1;0
8517168197;666;MZN1;1;15;1;L;9;0
8517168197;1057;MZN1;1;15;1;L;1;0
8517168741;1243;MZN1;1;19;1;L;7;0
8517168606;1160;MZN1;1;19;1;L;11;0
8517168606;995;MZN1;1;19;1;L;11;0
8517169097;1328;MZN1;1;19;1;L;4;0
8517168684;1066;MZN1;1;19;1;L;1;0
8517168684;1208;MZN1;1;19;1;L;5;0
8517168606;791;MZN1;1;19;1;L;4;0
8517162613;1123;MZN1;1;19;1;L;4;0
8517168811;1089;MZN1;1;19;1;L;10;0
8517168834;1089;MZN1;1;19;1;L;10;0
8517163509;866;MZN1;1;19;1;L;6;0
8517162613;863;MZN1;1;19;1;L;3;0
8517163537;847;MZN1;1;19;1;L;1;0
8517168684;1152;MZN1;1;19;1;L;1;0
8517168684;922;MZN1;1;19;1;L;2;0
8517169097;1150;MZN1;1;19;1;L;3;0
8517168721;911;MZN1;1;19;1;L;5;0
8517168834;1282;MZN1;1;19;1;L;2;0
8517168665;1255;MZN1;1;19;1;L;2;0
8517168741;653;MZN1;1;19;1;L;2;0
8517168811;1019;MZN1;1;19;1;L;5;0
8517168811;1061;MZN1;1;19;1;L;9;0
8517163537;836;MZN1;1;19;1;L;7;0
8517163509;831;MZN1;1;19;1;L;1;0
8517168721;1109;MZN1;1;19;1;L;2;0
8517162613;882;MZN1;1;19;1;L;4;0
8517168606;882;MZN1;1;19;1;L;4;0
8517168721;988;MZN1;1;19;1;L;3;0
8517168721;1143;MZN1;1;19;1;L;2;0
8517168834;1107;MZN1;1;19;1;L;6;0
8517168819;1272;MZN1;1;19;1;L;14;0
8517168834;1272;MZN1;1;19;1;L;7;0
8517168819;1252;MZN1;1;19;1;L;6;0
8517168834;932;MZN1;1;19;1;L;1;0
8517169097;1396;MZN1;1;19;1;L;1;0
8517168741;1323;MZN1;1;19;1;L;1;0
167059633;941;MZN1;2;1;1;L;1;0
167067936;1175;MZN1;2;1;2;L;1;0
167067936;1409;MZN1;2;1;2;L;8;0
167059633;555;MZN1;2;1;1;L;1;0
567468603;2399;MZN1;2;2;1;R;2;0
567468603;2532;MZN1;2;2;1;R;1;0
567468603;3046;MZN1;2;2;1;R;1;0
567468603;1391;MZN1;2;2;1;R;1;0
567468603;1397;MZN1;2;2;1;R;4;0
567468598;1148;MZN1;2;3;1;R;4;0
167067726;1554;MZN1;2;3;2;R;1;0
167061166;644;MZN1;2;4;1;L;1;0
167067698;557;MZN1;2;4;1;L;1;0
167070258;556;MZN1;2;4;1;L;1;0
167059235;644;MZN1;2;5;2;R;1;0
167069726;561;MZN1;2;6;1;R;1;0
167069726;636;MZN1;2;6;1;R;2;0
167069727;1042;MZN1;2;6;2;R;2;0
167069727;1389;MZN1;2;6;2;R;1;0
167069727;558;MZN1;2;6;2;R;1;0
167070250;922;MZN1;2;7;1;L;2;0
167069744;1407;MZN1;2;7;2;R;2;0
167070250;559;MZN1;2;7;1;L;1;0
167069724;560;MZN1;2;7;1;R;1;0
167070251;1273;MZN1;2;8;1;R;3;0
167069745;2683;MZN1;2;8;2;R;5;0
167069745;2684;MZN1;2;8;2;R;3;0
167067646;1257;MZN1;2;9;1;L;6;0
167070248;1068;MZN1;2;9;2;R;3;0
167070248;977;MZN1;2;9;2;R;1;0
167070248;2435;MZN1;2;9;2;R;1;0
167070247;561;MZN1;2;10;1;R;1;0
167045049;1360;MZN1;2;12;1;L;1;0
567932806;506;MZN1;2;13;2;R;1;0
167059581;562;MZN1;2;13;1;R;1;0
567741870;38;MZN1;2;15;2;L;1;0
567744035;563;MZN1;2;17;2;L;150;0
567744037;563;MZN1;2;17;2;L;270;0
567744038;563;MZN1;2;17;2;L;270;0
567744643;564;MZN1;2;17;2;L;60;0
167063564;177;MZN1;2;19;1;R;2;0
167068038;683;MZN1;3;5;1;L;1;0
167067310;561;MZN1;3;5;1;L;1;0
567464043;1299;MZN1;3;5;2;L;3;0
167068037;1108;MZN1;3;5;2;R;1;0
567437389;1121;MZN1;3;6;1;L;1;0
567321665;1124;MZN1;3;9;1;L;3;0
167052483;1286;MZN1;3;10;1;R;16;0
4197218135;866;MZN1;3;13;1;R;3;0
567464023;1385;MZN1;3;13;2;R;2;0
567464023;1088;MZN1;3;13;2;R;2;0
167057746;1276;MZN1;3;15;1;R;2;0
4197218186;566;MZN1;3;15;2;R;2;0
167057746;565;MZN1;3;15;1;R;1;0
167056083;3210;MZN1;3;17;1;R;7;0
167067664;567;MZN1;3;17;2;L;1;0
567504723;561;MZN1;3;19;2;R;2;0
567504723;977;MZN1;3;19;2;R;2;0
567504723;568;MZN1;3;19;2;R;1;0
567500747;561;MZN1;4;3;1;L;1;0
567500747;568;MZN1;4;3;1;L;1;0
567500743;38;MZN1;4;4;1;L;1;0
167070142;2532;MZN1;4;4;2;L;2;0
167070142;2533;MZN1;4;4;2;L;2;0
167070142;1551;MZN1;4;4;2;L;1;0
167066228;1304;MZN1;4;4;2;L;1;0
567176721;568;MZN1;4;4;2;R;1;0
567500735;561;MZN1;4;5;1;L;1;0
567500735;568;MZN1;4;5;1;L;1;0
567176720;587;MZN1;4;5;1;R;1;0
567176720;568;MZN1;4;5;1;R;2;0
167066226;77;MZN1;4;6;1;R;1;0
167066226;561;MZN1;4;6;1;R;3;0
167067909;773;MZN1;4;6;2;L;3;0
167067909;212;MZN1;4;6;2;L;2;0
167067909;2875;MZN1;4;6;2;L;2;0
167067909;2874;MZN1;4;6;2;L;2;0
567176598;561;MZN1;4;7;1;R;1;0
567759552;177;MZN1;4;8;1;L;2;0
567759552;78;MZN1;4;8;1;L;1;0
567759552;77;MZN1;4;8;1;L;2;0
167066242;677;MZN1;4;8;1;R;3;0
567212029;1017;MZN1;4;9;2;L;1;0
167066264;561;MZN1;4;10;1;L;1;0
167069869;561;MZN1;4;10;2;R;1;0
167044708;843;MZN1;4;12;1;L;4;0
167067657;1554;MZN1;4;12;1;R;1;0
167056227;1264;MZN1;4;12;1;R;2;0
167044706;1051;MZN1;4;12;2;L;5;0
567319515;1326;MZN1;4;13;1;L;2;0
567443237;870;MZN1;4;13;2;L;3;0
167067660;38;MZN1;4;15;1;L;1;0
567307009;1088;MZN1;4;15;1;L;2;0
567307009;1106;MZN1;4;15;1;L;5;0
567307009;1272;MZN1;4;15;1;L;7;0
567307009;1252;MZN1;4;15;1;L;2;0
167066024;561;MZN1;4;15;2;L;1;0
167067677;1360;MZN1;4;16;1;L;1;0
167059223;569;MZN1;4;18;1;L;1;0
167056128;1391;MZN1;5;2;1;L;1;0
167045198;376;MZN1;5;2;1;L;1;0
167045198;571;MZN1;5;2;1;L;1;0
167045198;503;MZN1;5;2;1;L;1;0
167045198;471;MZN1;5;2;1;L;2;0
167045198;466;MZN1;5;2;1;L;2;0
167045198;570;MZN1;5;2;1;L;1;0
167045198;467;MZN1;5;2;1;L;1;0
567176405;1222;MZN1;5;5;1;R;2;0
167069863;568;MZN1;5;8;2;L;1;0
567488464;561;MZN1;5;9;2;R;1;0
567488464;569;MZN1;5;9;2;R;1;0
167066132;568;MZN1;5;10;2;R;1;0
167039156;572;MZN1;5;10;1;R;1;0
167041796;44;MZN1;5;16;2;L;1;0
167066280;587;MZN1;5;17;1;L;1;0
167066280;2269;MZN1;5;17;1;L;1;0
167066584;640;MZN1;5;17;1;R;2;0
547944078;875;MZN1;5;17;2;L;1;0
567357871;565;MZN1;5;17;2;R;1;0
567871206;978;MZN1;5;18;1;R;9;0
167066232;557;MZN1;6;2;1;R;1;0
167045173;1379;MZN1;6;2;2;R;1;0
167045173;724;MZN1;6;2;2;R;1;0
167045163;1039;MZN1;6;4;1;R;1;0
167045164;603;MZN1;6;4;2;R;2;0
167045164;864;MZN1;6;4;2;R;2;0
167045164;373;MZN1;6;4;2;R;18;0
167045164;917;MZN1;6;4;2;R;5;0
567362791;561;MZN1;6;5;1;R;1;0
167045165;2639;MZN1;6;5;1;R;1;0
167045162;1293;MZN1;6;5;2;L;1;0
167045206;309;MZN1;6;5;2;R;1;0
567547405;561;MZN1;6;6;1;L;1;0
167067200;555;MZN1;6;6;2;R;1;0
567176550;3019;MZN1;6;7;1;L;1;0
567176550;568;MZN1;6;7;1;L;2;0
167045202;683;MZN1;6;7;1;R;1;0
167045202;1423;MZN1;6;7;1;R;2;0
167056989;578;MZN1;6;7;1;R;1;0
167056989;568;MZN1;6;7;1;R;2;0
167045202;1068;MZN1;6;7;1;R;3;0
167045202;993;MZN1;6;7;1;R;1;0
167045202;1294;MZN1;6;7;1;R;1;0
167045202;885;MZN1;6;7;1;R;2;0
167045202;1037;MZN1;6;7;1;R;1;0
167045202;779;MZN1;6;7;1;R;1;0
167045202;722;MZN1;6;7;1;R;1;0
167045202;1366;MZN1;6;7;1;R;5;0
167045202;1266;MZN1;6;7;1;R;3;0
567306626;573;MZN1;6;7;2;L;1;0
567306626;568;MZN1;6;7;2;L;2;0
567520625;561;MZN1;6;7;2;R;2;0
567176550;573;MZN1;6;7;1;L;1;0
167045202;574;MZN1;6;7;1;R;1;0
167039179;561;MZN1;6;8;1;L;1;0
167045207;1398;MZN1;6;8;1;L;1;0
167045207;1090;MZN1;6;8;1;L;6;0
167039179;941;MZN1;6;8;1;L;1;0
567362782;231;MZN1;6;8;1;R;1;0
167045201;595;MZN1;6;8;1;R;1;0
167045201;592;MZN1;6;8;1;R;1;0
167045201;759;MZN1;6;8;1;R;1;0
167045201;1211;MZN1;6;8;1;R;1;0
167045201;856;MZN1;6;8;1;R;2;0
167045201;1099;MZN1;6;8;1;R;1;0
167045204;3199;MZN1;6;8;2;L;7;0
167045204;1288;MZN1;6;8;2;L;1;0
167045204;1309;MZN1;6;8;2;L;2;0
167045204;925;MZN1;6;8;2;L;2;0
167045204;1257;MZN1;6;8;2;L;6;0
167045201;575;MZN1;6;8;1;R;1;0
167045201;546;MZN1;6;8;1;R;1;0
167045204;483;MZN1;6;8;2;L;1;0
167045204;481;MZN1;6;8;2;L;1;0
567176539;561;MZN1;6;9;1;L;1;0
167067354;568;MZN1;6;9;1;R;1;0
167067353;578;MZN1;6;9;2;R;1;0
167067353;561;MZN1;6;9;2;R;1;0
167067354;577;MZN1;6;9;1;R;1;0
167067354;576;MZN1;6;9;1;R;1;0
167045199;3202;MZN1;6;10;2;L;5;0
167045199;1066;MZN1;6;10;2;L;1;0
167045199;917;MZN1;6;10;2;L;5;0
167045199;1116;MZN1;6;10;2;L;1;0
167045199;1121;MZN1;6;10;2;L;1;0
167045199;1090;MZN1;6;10;2;L;6;0
167045199;1211;MZN1;6;10;2;L;1;0
167045199;773;MZN1;6;10;2;L;3;0
167045199;1248;MZN1;6;10;2;L;1;0
167045199;1135;MZN1;6;10;2;L;2;0
167045199;1391;MZN1;6;10;2;L;1;0
167045199;848;MZN1;6;10;2;L;2;0
167045199;652;MZN1;6;10;2;L;1;0
567362779;77;MZN1;6;10;2;R;1;0
567825029;886;MZN1;6;10;2;R;2;0
167045199;465;MZN1;6;10;2;L;1;0
167045199;467;MZN1;6;10;2;L;2;0
567319467;561;MZN1;6;12;1;R;1;0
567314103;578;MZN1;6;13;1;L;1;0
567314103;568;MZN1;6;13;1;L;1;0
567176130;1355;MZN1;6;14;1;L;1;0
567176130;717;MZN1;6;14;1;L;3;0
567176130;621;MZN1;6;14;1;L;2;0
567176130;788;MZN1;6;14;1;L;14;0
167066591;568;MZN1;6;14;2;L;2;0
167068055;1341;MZN1;6;15;1;R;1;0
167056117;3208;MZN1;6;15;2;L;4;0
567467689;677;MZN1;6;16;1;L;3;0
167067587;1361;MZN1;6;16;1;R;1;0
167067647;1300;MZN1;6;16;1;R;1;0
167067647;1346;MZN1;6;16;1;R;1;0
167067587;733;MZN1;6;16;1;R;1;0
167067587;1029;MZN1;6;16;1;R;2;0
167067587;1064;MZN1;6;16;1;R;1;0
167068054;1355;MZN1;6;16;2;R;1;0
167068054;1051;MZN1;6;16;2;R;5;0
567501176;1195;MZN1;6;17;1;L;1;0
167063560;177;MZN1;6;18;1;L;2;0
167063560;77;MZN1;6;18;1;L;1;0
167063560;568;MZN1;6;18;1;L;1;0
567363269;1222;MZN1;6;18;1;R;2;0
567304677;1351;MZN1;6;18;2;R;4;0
567304677;1222;MZN1;6;18;2;R;6;0
567363281;1222;MZN1;6;19;2;R;2;0
567514268;578;MZN1;6;19;1;R;1;0
167070309;955;MZN1;7;2;1;L;4;0
167070309;970;MZN1;7;2;1;L;1;0
167045208;961;MZN1;7;2;1;L;1;0
167045208;641;MZN1;7;2;1;L;6;0
167070124;1118;MZN1;7;3;1;L;4;0
167054332;1138;MZN1;7;3;2;L;2;0
167054332;1139;MZN1;7;3;2;L;3;0
167056124;1223;MZN1;7;7;2;L;2;0
167070312;573;MZN1;7;9;2;L;1;0
167045167;1121;MZN1;7;9;2;L;1;0
167045167;1278;MZN1;7;9;2;L;1;0
167070312;1172;MZN1;7;9;2;L;1;0
167045168;581;MZN1;7;9;1;L;2;0
167045168;580;MZN1;7;9;1;L;1;0
567932711;579;MZN1;7;9;1;L;1;0
167045167;582;MZN1;7;9;2;L;1;0
167053840;1329;MZN1;7;12;1;R;4;0
167063059;572;MZN1;7;14;1;L;1;0
167070123;997;MZN1;7;14;1;R;2;0
167070123;3032;MZN1;7;14;1;R;3;0
167070123;1653;MZN1;7;14;1;R;3;0
167063059;583;MZN1;7;14;1;L;1;0
167066568;858;MZN1;7;15;1;L;2;0
167054114;561;MZN1;7;15;1;R;1;0
167066570;584;MZN1;7;17;1;L;265;0
167063254;1421;MZN1;7;17;2;L;1;0
167039029;814;MZN1;7;19;1;R;6;0
167041659;573;MZN1;8;2;1;R;1;0
167041659;949;MZN1;8;2;1;R;1;0
567285410;1030;MZN1;8;2;2;R;3;0
567357679;920;MZN1;8;3;2;R;1;0
167070308;758;MZN1;8;4;1;R;3;0
167070308;1194;MZN1;8;4;1;R;1;0
167070308;1042;MZN1;8;4;1;R;2;0
567653513;568;MZN1;8;4;2;R;1;0
167059647;585;MZN1;8;4;1;R;1;0
167066790;1020;MZN1;8;5;1;R;1;0
167066790;835;MZN1;8;5;1;R;1;0
567307015;569;MZN1;8;7;1;R;2;0
567374508;579;MZN1;8;7;2;R;1;0
167070148;576;MZN1;8;9;2;R;1;0
167070148;568;MZN1;8;9;2;R;1;0
567475712;586;MZN1;8;9;1;R;1;0
167070187;44;MZN1;8;10;1;R;1;0
167067950;568;MZN1;8;12;2;L;1;0
567362766;1369;MZN1;8;12;2;R;6;0
167056270;573;MZN1;8;13;1;R;1;0
567218057;588;MZN1;8;13;2;L;255;0
167062850;561;MZN1;8;13;2;R;2;0
167062850;568;MZN1;8;13;2;R;1;0
167066586;573;MZN1;8;14;2;L;1;0
167066586;561;MZN1;8;14;2;L;1;0
567520622;555;MZN1;8;15;2;R;1;0
167062673;587;MZN1;8;15;2;R;2;0
4197199152;555;MZN1;8;16;1;L;1;0
167054596;588;MZN1;8;16;1;R;24;0
167070189;567;MZN1;8;16;2;L;1;0
567203204;78;MZN1;8;17;1;L;1;0
167066587;573;MZN1;8;17;2;L;1;0
167066587;578;MZN1;8;17;2;L;1;0
167066587;561;MZN1;8;17;2;L;1;0
167066587;568;MZN1;8;17;2;L;1;0
567409906;576;MZN1;8;18;1;L;1;0
567409906;568;MZN1;8;18;1;L;1;0
167066590;3209;MZN1;8;19;2;L;1;0
567932675;3203;MZN1;9;1;1;L;4;0
567932669;1395;MZN1;9;2;2;L;1;0
567932671;573;MZN1;9;2;2;R;1;0
167066294;589;MZN1;9;2;1;L;1;0
567932669;590;MZN1;9;2;2;L;1;0
167070331;821;MZN1;10;8;2;R;1;0
167070292;1121;MZN1;11;1;1;L;1;0
167070293;1346;MZN1;11;1;2;L;1;0
167070305;1103;MZN1;11;2;1;L;2;0
167041694;883;MZN1;11;2;2;R;3;0
567212376;1184;MZN1;11;5;1;L;17;0
167070550;1237;MZN1;11;5;1;L;5;0
167070550;1288;MZN1;11;5;1;L;1;0
167070550;1292;MZN1;11;5;1;L;2;0
167070550;1207;MZN1;11;5;1;L;2;0
167070550;1310;MZN1;11;5;1;L;1;0
167070551;502;MZN1;11;6;1;R;5;0
167070551;475;MZN1;11;6;1;R;3;0
167070551;393;MZN1;11;6;1;R;5;0
167070551;940;MZN1;11;6;1;R;4;0
167070551;548;MZN1;11;6;1;R;1;0
167070551;966;MZN1;11;6;1;R;10;0
167059737;1177;MZN1;11;8;1;R;2;0
567212309;721;MZN1;11;8;2;R;1;0
167045172;570;MZN1;11;9;1;L;1;0
167045172;1554;MZN1;11;9;1;L;1;0
167045172;2400;MZN1;11;9;1;L;1;0
167045172;591;MZN1;11;9;1;L;1;0
167045172;592;MZN1;11;9;1;L;1;0
167070526;1421;MZN1;11;11;1;R;1;0
167070526;1274;MZN1;11;11;1;R;1;0
167070525;529;MZN1;11;11;2;R;3;0
167070525;499;MZN1;11;11;2;R;1;0
167070525;376;MZN1;11;11;2;R;2;0
167070525;571;MZN1;11;11;2;R;1;0
167070527;1307;MZN1;11;12;1;R;5;0
567326804;44;MZN1;11;12;2;L;1;0
567932025;1116;MZN1;11;12;2;L;1;0
567932025;593;MZN1;11;12;2;L;1;0
567383697;594;MZN1;11;13;1;R;1;0
167041492;1338;MZN1;11;14;1;L;1;0
167041492;967;MZN1;11;14;1;L;1;0
167070532;553;MZN1;11;14;1;R;2;0
167070532;429;MZN1;11;14;1;R;1;0
167070532;1218;MZN1;11;14;1;R;1;0
167070532;1163;MZN1;11;14;1;R;1;0
167070532;720;MZN1;11;14;1;R;1;0
167070532;1349;MZN1;11;14;1;R;2;0
567753584;3201;MZN1;11;15;1;L;1;0
567753584;504;MZN1;11;15;1;L;3;0
567753584;495;MZN1;11;15;1;L;4;0
567753584;1118;MZN1;11;15;1;L;4;0
567753584;11;MZN1;11;15;1;L;2;0
567753584;961;MZN1;11;15;1;L;1;0
167070533;2760;MZN1;11;15;1;R;2;0
167070533;2533;MZN1;11;15;1;R;1;0
167070533;421;MZN1;11;15;1;R;2;0
167070533;865;MZN1;11;15;1;R;2;0
567383680;1242;MZN1;11;15;2;R;6;0
167070535;496;MZN1;11;16;2;L;4;0
167070535;922;MZN1;11;16;2;L;2;0
567306206;3210;MZN1;11;18;1;R;7;0
567102451;1184;MZN1;12;2;1;L;66;0
567102451;1242;MZN1;12;2;1;L;6;0
167045211;1251;MZN1;12;2;1;L;2;0
167045211;875;MZN1;12;2;1;L;1;0
167045211;863;MZN1;12;2;1;L;3;0
167045211;812;MZN1;12;2;1;L;1;0
167045211;1163;MZN1;12;2;1;L;1;0
167045211;1298;MZN1;12;2;1;L;1;0
167045211;801;MZN1;12;2;1;L;2;0
567497060;78;MZN1;12;2;2;L;1;0
567212613;1184;MZN1;12;3;2;L;33;0
567212574;568;MZN1;12;3;2;R;2;0
567212565;568;MZN1;12;4;1;L;1;0
167070301;3032;MZN1;12;4;1;L;3;0
167041429;1184;MZN1;12;4;1;R;68;0
167070273;637;MZN1;12;4;1;R;1;0
167070270;727;MZN1;12;4;2;L;1;0
167067906;576;MZN1;12;5;2;R;1;0
167055952;38;MZN1;12;5;2;R;1;0
167061428;577;MZN1;12;6;1;L;1;0
167059350;2760;MZN1;12;6;2;R;2;0
167070368;924;MZN1;12;8;1;R;1;0
167070566;471;MZN1;12;9;1;R;6;0
167070566;433;MZN1;12;9;1;R;5;0
167070566;550;MZN1;12;9;1;R;3;0
167070566;426;MZN1;12;9;1;R;2;0
167070566;575;MZN1;12;9;1;R;1;0
167070566;282;MZN1;12;9;1;R;2;0
167070566;2533;MZN1;12;9;1;R;1;0
167070566;3032;MZN1;12;9;1;R;3;0
167070566;1653;MZN1;12;9;1;R;3;0
567162232;572;MZN1;12;9;2;R;1;0
567162232;49;MZN1;12;9;2;R;1;0
567932024;814;MZN1;12;11;2;L;3;0
567932024;1255;MZN1;12;11;2;L;1;0
567932024;766;MZN1;12;11;2;L;5;0
567932024;958;MZN1;12;11;2;L;1;0
4197303935;579;MZN1;12;11;2;R;1;0
567932062;573;MZN1;12;12;1;R;1;0
167041811;82;MZN1;12;12;1;R;1;0
167041811;177;MZN1;12;12;1;R;2;0
167041811;38;MZN1;12;12;1;R;2;0
167041811;16;MZN1;12;12;1;R;1;0
567932027;573;MZN1;12;12;2;L;1;0
567932027;1267;MZN1;12;12;2;L;1;0
167070515;490;MZN1;12;13;1;L;11;0
167070515;484;MZN1;12;13;1;L;4;0
167070515;582;MZN1;12;13;1;L;2;0
167070515;413;MZN1;12;13;1;L;11;0
167070515;440;MZN1;12;13;1;L;8;0
167070515;1273;MZN1;12;13;1;L;6;0
167070515;1118;MZN1;12;13;1;L;8;0
167070515;1271;MZN1;12;13;1;L;2;0
167070517;2428;MZN1;12;13;1;R;5;0
167070517;3130;MZN1;12;13;1;R;2;0
167070517;543;MZN1;12;13;1;R;2;0
167070517;485;MZN1;12;13;1;R;4;0
167070517;498;MZN1;12;13;1;R;10;0
167070517;539;MZN1;12;13;1;R;1;0
167070517;501;MZN1;12;13;1;R;4;0
167070517;369;MZN1;12;13;1;R;34;0
167070517;324;MZN1;12;13;1;R;32;0
167070517;388;MZN1;12;13;1;R;16;0
167070517;404;MZN1;12;13;1;R;9;0
167070517;375;MZN1;12;13;1;R;8;0
167070517;499;MZN1;12;13;1;R;1;0
167070517;546;MZN1;12;13;1;R;3;0
167070517;428;MZN1;12;13;1;R;4;0
167070517;551;MZN1;12;13;1;R;2;0
167070517;2399;MZN1;12;13;1;R;2;0
167070515;258;MZN1;12;13;1;L;1;0
167070516;972;MZN1;12;14;1;L;1;0
567316452;44;MZN1;12;14;1;R;1;0
167070518;3208;MZN1;12;14;1;R;4;0
167070518;3199;MZN1;12;14;1;R;7;0
167070518;3210;MZN1;12;14;1;R;7;0
167070518;556;MZN1;12;14;1;R;3;0
167070518;497;MZN1;12;14;1;R;3;0
167070518;515;MZN1;12;14;1;R;2;0
167070518;512;MZN1;12;14;1;R;1;0
167070518;478;MZN1;12;14;1;R;6;0
167070518;542;MZN1;12;14;1;R;1;0
167070518;444;MZN1;12;14;1;R;6;0
167070518;412;MZN1;12;14;1;R;16;0
167070518;446;MZN1;12;14;1;R;8;0
167070518;420;MZN1;12;14;1;R;2;0
167070518;410;MZN1;12;14;1;R;6;0
167070518;451;MZN1;12;14;1;R;3;0
167070521;520;MZN1;12;14;2;L;6;0
167070521;507;MZN1;12;14;2;L;5;0
167070521;413;MZN1;12;14;2;L;11;0
167070521;440;MZN1;12;14;2;L;8;0
167070521;1307;MZN1;12;14;2;L;5;0
167070521;1284;MZN1;12;14;2;L;1;0
167070521;432;MZN1;12;14;2;L;1;0
167070521;571;MZN1;12;14;2;L;2;0
167070521;953;MZN1;12;14;2;L;1;0
167070521;1089;MZN1;12;14;2;L;10;0
167070521;622;MZN1;12;14;2;L;3;0
167070521;1205;MZN1;12;14;2;L;3;0
167070521;1244;MZN1;12;14;2;L;2;0
567932058;1255;MZN1;12;14;2;R;1;0
567932058;1304;MZN1;12;14;2;R;1;0
567932058;1267;MZN1;12;14;2;R;1;0
567932058;1107;MZN1;12;14;2;R;2;0
567932058;823;MZN1;12;14;2;R;2;0
167070518;409;MZN1;12;14;1;R;1;0
167070214;41;MZN1;12;16;2;R;2;0
167070214;578;MZN1;12;16;2;R;1;0
167038950;44;MZN1;12;17;2;R;1;0
167061785;561;MZN1;12;18;2;L;2;0
567475716;555;MZN1;12;18;2;R;2;0
567475716;1093;MZN1;12;18;2;R;1;0
567212453;577;MZN1;13;1;2;L;1;0
167070265;561;MZN1;13;1;2;L;1;0
567366886;1242;MZN1;13;2;1;R;73;0
167070320;578;MZN1;13;3;1;L;1;0
167070320;561;MZN1;13;3;1;L;1;0
167070320;568;MZN1;13;3;1;L;1;0
167070320;595;MZN1;13;3;1;L;1;0
567204570;1184;MZN1;13;5;1;R;1;0
567204570;1242;MZN1;13;5;1;R;70;0
567307034;1184;MZN1;13;6;1;R;4;0
567307034;883;MZN1;13;6;1;R;3;0
567307034;44;MZN1;13;6;1;R;5;0
167070352;1204;MZN1;13;6;1;R;1;0
167070352;1314;MZN1;13;6;1;R;4;0
567204575;1027;MZN1;13;7;1;R;1;0
167070354;573;MZN1;13;7;2;R;1;0
167070354;1223;MZN1;13;7;2;R;1;0
167038944;561;MZN1;13;7;2;R;1;0
167070354;887;MZN1;13;7;2;R;4;0
567204223;572;MZN1;13;8;1;R;1;0
567204223;577;MZN1;13;8;1;R;2;0
567162212;1184;MZN1;13;9;2;R;15;0
567488486;572;MZN1;13;12;2;R;1;0
567932057;554;MZN1;13;12;2;R;1;0
567319508;561;MZN1;13;13;2;R;1;0
167044780;577;MZN1;13;16;1;L;1;0
567383698;1242;MZN1;13;16;1;R;49;0
567504571;561;MZN1;13;16;2;L;1;0
167047298;1242;MZN1;13;17;2;L;2;0
167047298;577;MZN1;13;17;2;L;1;0
167070213;596;MZN1;13;17;2;L;1;0
567364123;561;MZN1;13;18;1;L;1;0
167054013;41;MZN1;13;18;2;L;1;0
567695019;1;MZN1;13;19;1;R;1;0
567695034;1;MZN1;13;19;1;R;1;0
567468632;764;MZN1;14;4;1;L;1;0
567468632;737;MZN1;14;4;1;L;1;0
567174233;1242;MZN1;14;5;1;L;1;0
567192445;1184;MZN1;14;5;2;R;1;0
167070498;3198;MZN1;14;6;2;L;4;0
167070498;847;MZN1;14;6;2;L;1;0
167070501;1895;MZN1;14;6;2;R;1;0
167070501;506;MZN1;14;6;2;R;1;0
167070501;3200;MZN1;14;6;2;R;2;0
167070501;495;MZN1;14;6;2;R;4;0
167070501;1208;MZN1;14;6;2;R;5;0
167070501;595;MZN1;14;6;2;R;1;0
167070503;509;MZN1;14;7;1;L;4;0
