Kullanıcı Kodu;TOPLANAN_THM;ARTICLE_CODE;DATE_START_EXECUTION;AREA;AISLE;X;Y;Z;TOPLANAN_ADET;PICKCAR_THM
43937;567930399;1;11.25.2025 12:29 PM;HOM1;19;2;1;L;1;4167417497
44165;567881792;6;11.24.2025 9:03 PM;HOM1;19;15;1;L;1;4167417577
44165;567881792;6;11.24.2025 9:03 PM;HOM1;19;15;1;L;1;4167417577
44165;567881795;3;11.24.2025 9:05 PM;HOM1;19;15;1;L;1;4167417577
44165;567881796;5;11.24.2025 9:05 PM;HOM1;19;15;1;L;1;4167417577
44165;567881797;2;11.24.2025 9:06 PM;HOM1;19;15;1;L;1;4167417577
44165;567881798;4;11.24.2025 9:07 PM;HOM1;19;15;1;L;1;4167417577
44165;567881798;4;11.24.2025 9:07 PM;HOM1;19;15;1;L;1;4167417577
44165;567881801;7;11.24.2025 9:08 PM;HOM1;19;15;1;L;1;4167417577
44165;567718299;8;11.24.2025 9:13 PM;HOM1;20;5;1;R;1;4167417577
44165;4197329480;9;11.24.2025 9:12 PM;HOM1;20;13;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:15 PM;HOM1;22;10;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:15 PM;HOM1;22;10;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:16 PM;HOM1;22;10;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:16 PM;HOM1;22;10;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:16 PM;HOM1;22;10;1;L;1;4167417577
44165;567758975;10;11.24.2025 9:16 PM;HOM1;22;10;1;L;1;4167417577
44165;567826313;10;11.24.2025 9:14 PM;HOM1;22;15;1;L;1;4167417577
43937;167062953;11;11.25.2025 8:58 AM;HOM3;1;19;1;R;1;4167417543
43937;167062953;11;11.25.2025 8:59 AM;HOM3;1;19;1;R;1;4167417543
43058;567944026;12;11.24.2025 3:55 PM;MOR1;1;5;0;R;1;4167417613
43058;567944024;13;11.24.2025 3:55 PM;MOR1;1;11;0;R;1;4167417613
43058;567944029;14;11.24.2025 3:55 PM;MOR1;1;12;0;R;1;4167417613
43058;567890342;15;11.24.2025 3:54 PM;MOR1;1;15;0;R;1;4167417613
43058;567889356;16;11.24.2025 3:54 PM;MOR1;1;29;0;R;1;4167417613
43058;567943998;17;11.24.2025 3:53 PM;MOR1;1;45;0;R;1;4167417613
43937;567878586;18;11.25.2025 11:27 AM;MOR1;2;2;0;R;1;4167417497
43937;567428944;19;11.25.2025 11:28 AM;MOR1;2;3;0;L;1;4167417497
43937;567889210;20;11.25.2025 11:28 AM;MOR1;2;7;0;R;1;4167417497
43937;567899664;21;11.25.2025 11:29 AM;MOR1;2;11;0;R;1;4167417497
43937;567899796;22;11.25.2025 11:29 AM;MOR1;2;12;0;R;1;4167417497
43937;567899668;23;11.25.2025 11:30 AM;MOR1;2;25;0;R;1;4167417497
43937;567863470;25;11.25.2025 11:30 AM;MOR1;2;28;0;L;1;4167417497
43937;567946984;24;11.25.2025 11:30 AM;MOR1;2;28;0;L;1;4167417497
43937;567897768;26;11.25.2025 11:31 AM;MOR1;2;30;0;L;1;4167417497
43937;567897770;27;11.25.2025 11:32 AM;MOR1;2;30;0;L;1;4167417497
43058;567863109;28;11.24.2025 4:01 PM;MOR1;2;31;0;L;1;4167417613
43058;567863109;28;11.24.2025 4:01 PM;MOR1;2;31;0;L;1;4167417613
43058;567885736;30;11.24.2025 3:58 PM;MOR1;2;46;0;L;1;4167417613
43058;567886843;29;11.24.2025 3:59 PM;MOR1;2;46;0;L;1;4167417613
43058;567927408;31;11.24.2025 4:00 PM;MOR1;2;46;0;L;1;4167417613
43058;567927408;31;11.24.2025 4:00 PM;MOR1;2;46;0;L;1;4167417613
43058;567927370;32;11.24.2025 3:56 PM;MOR1;2;48;0;L;1;4167417613
43058;567927370;32;11.24.2025 3:57 PM;MOR1;2;48;0;L;1;4167417613
43937;567895057;33;11.25.2025 11:33 AM;MOR1;3;10;0;L;1;4167417497
43937;567847329;34;11.25.2025 11:33 AM;MOR1;3;11;0;L;1;4167417497
43937;567887885;35;11.25.2025 11:33 AM;MOR1;3;13;0;R;1;4167417497
43937;567848455;36;11.25.2025 11:34 AM;MOR1;3;21;0;R;1;4167417497
43937;567878665;37;11.25.2025 11:34 AM;MOR1;3;24;0;R;1;4167417497
43058;567894897;38;11.24.2025 4:06 PM;MOR1;3;26;0;L;1;4167417613
43058;567895253;39;11.24.2025 4:05 PM;MOR1;3;32;0;L;1;4167417613
43058;567890517;40;11.24.2025 4:05 PM;MOR1;3;33;0;R;1;4167417613
43058;567890517;40;11.24.2025 4:05 PM;MOR1;3;33;0;R;1;4167417613
43058;567890517;40;11.24.2025 4:05 PM;MOR1;3;33;0;R;1;4167417613
43937;567638602;41;11.25.2025 12:19 PM;MOR1;4;5;0;R;1;4167417497
43937;567878187;42;11.25.2025 12:20 PM;MOR1;4;8;0;R;1;4167417497
43937;567927402;43;11.25.2025 12:20 PM;MOR1;4;15;0;L;1;4167417497
43937;567946439;44;11.25.2025 12:21 PM;MOR1;4;15;0;R;1;4167417497
43937;567927405;45;11.25.2025 12:21 PM;MOR1;4;19;0;L;1;4167417497
43937;567894753;46;11.25.2025 12:22 PM;MOR1;4;22;0;R;1;4167417497
43937;567864137;47;11.25.2025 12:22 PM;MOR1;4;41;0;R;1;4167417497
43937;567864137;47;11.25.2025 12:22 PM;MOR1;4;41;0;R;1;4167417497
43937;567864137;47;11.25.2025 12:22 PM;MOR1;4;41;0;R;1;4167417497
43937;567864133;47;11.25.2025 12:22 PM;MOR1;4;42;0;R;1;4167417497
43058;567888842;48;11.24.2025 4:13 PM;MOR1;5;3;0;R;1;4167417613
43058;567888839;49;11.24.2025 4:13 PM;MOR1;5;6;0;L;1;4167417613
43058;567920848;50;11.24.2025 4:12 PM;MOR1;5;9;0;L;1;4167417613
43058;567894593;51;11.24.2025 4:12 PM;MOR1;5;12;0;L;1;4167417613
43058;567857463;52;11.24.2025 4:11 PM;MOR1;5;15;0;R;1;4167417613
43058;567920860;53;11.24.2025 4:11 PM;MOR1;5;15;0;R;1;4167417613
43058;567920860;53;11.24.2025 4:11 PM;MOR1;5;15;0;R;1;4167417613
43058;567920860;53;11.24.2025 4:11 PM;MOR1;5;15;0;R;1;4167417613
43058;567864082;54;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864082;54;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864082;54;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864124;47;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864124;47;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864124;47;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567864124;47;11.24.2025 4:10 PM;MOR1;5;16;0;R;1;4167417613
43058;567847509;55;11.24.2025 4:10 PM;MOR1;5;22;0;L;1;4167417613
43058;567920849;56;11.24.2025 4:09 PM;MOR1;5;25;0;R;1;4167417613
43058;567920849;56;11.24.2025 4:10 PM;MOR1;5;25;0;R;1;4167417613
43058;567729526;57;11.24.2025 4:09 PM;MOR1;5;26;0;R;1;4167417613
43058;567729526;57;11.24.2025 4:09 PM;MOR1;5;26;0;R;1;4167417613
43058;567729526;57;11.24.2025 4:09 PM;MOR1;5;26;0;R;1;4167417613
43058;567923663;58;11.24.2025 4:09 PM;MOR1;5;26;0;R;1;4167417613
43058;567923663;58;11.24.2025 4:09 PM;MOR1;5;26;0;R;1;4167417613
43058;567910269;59;11.24.2025 4:09 PM;MOR1;5;27;0;R;1;4167417613
43058;567910269;59;11.24.2025 4:09 PM;MOR1;5;27;0;R;1;4167417613
43058;567876825;60;11.24.2025 4:08 PM;MOR1;5;31;0;L;1;4167417613
43058;567885265;61;11.24.2025 4:08 PM;MOR1;5;33;0;R;1;4167417613
43058;567929348;63;11.24.2025 4:07 PM;MOR1;5;42;0;R;2;4167417613
43058;567929350;62;11.24.2025 4:08 PM;MOR1;5;42;0;R;1;4167417613
43058;567929350;62;11.24.2025 4:08 PM;MOR1;5;42;0;R;1;4167417613
44165;567886139;64;11.24.2025 11:44 PM;MOR1;6;3;0;R;1;4167417554
44165;567894568;65;11.24.2025 11:45 PM;MOR1;6;8;0;R;1;4167417554
44165;567894562;66;11.24.2025 11:45 PM;MOR1;6;9;0;R;1;4167417554
44165;567894575;46;11.24.2025 11:45 PM;MOR1;6;12;0;R;1;4167417554
43937;567890793;67;11.25.2025 12:23 PM;MOR1;6;16;0;L;1;4167417497
43937;567899741;68;11.25.2025 12:24 PM;MOR1;6;16;0;R;1;4167417497
43937;567888825;69;11.25.2025 12:24 PM;MOR1;6;17;0;R;1;4167417497
43937;567890309;70;11.25.2025 12:24 PM;MOR1;6;22;0;L;1;4167417497
43937;567842166;71;11.25.2025 12:25 PM;MOR1;6;35;0;R;1;4167417497
43937;567894497;72;11.25.2025 12:25 PM;MOR1;6;38;0;R;1;4167417497
43058;567846099;73;11.24.2025 4:22 PM;MOR1;6;40;0;L;1;4167417613
43058;567888724;74;11.24.2025 4:21 PM;MOR1;7;1;0;L;1;4167417613
43058;567899644;75;11.24.2025 4:20 PM;MOR1;7;3;0;R;1;4167417613
43058;567897410;76;11.24.2025 4:18 PM;MOR1;7;5;0;L;1;4167417613
43058;567897419;77;11.24.2025 4:19 PM;MOR1;7;5;0;L;1;4167417613
43058;567899637;78;11.24.2025 4:20 PM;MOR1;7;5;0;R;1;4167417613
43058;567897421;79;11.24.2025 4:18 PM;MOR1;7;6;0;L;1;4167417613
43058;567896153;80;11.24.2025 4:17 PM;MOR1;7;9;0;R;1;4167417613
43058;567896153;80;11.24.2025 4:17 PM;MOR1;7;9;0;R;1;4167417613
43058;567896153;80;11.24.2025 4:17 PM;MOR1;7;9;0;R;1;4167417613
43058;567896153;80;11.24.2025 4:17 PM;MOR1;7;9;0;R;1;4167417613
43058;567896153;80;11.24.2025 4:17 PM;MOR1;7;9;0;R;1;4167417613
43058;567905072;81;11.24.2025 4:17 PM;MOR1;7;18;0;R;1;4167417613
43058;567905068;81;11.24.2025 4:17 PM;MOR1;7;20;0;R;1;4167417613
43058;567897374;82;11.24.2025 4:16 PM;MOR1;7;25;0;L;1;4167417613
43058;567897395;83;11.24.2025 4:16 PM;MOR1;7;31;0;L;1;4167417613
43058;567898736;85;11.24.2025 4:15 PM;MOR1;7;33;0;R;1;4167417613
43058;567898737;84;11.24.2025 4:16 PM;MOR1;7;33;0;R;1;4167417613
43058;567897528;86;11.24.2025 4:15 PM;MOR1;7;35;0;R;1;4167417613
43058;567860038;87;11.24.2025 4:15 PM;MOR1;7;41;0;R;1;4167417613
44165;567687233;88;11.24.2025 11:43 PM;MOR1;8;1;0;R;1;4167417554
44165;567687233;88;11.24.2025 11:43 PM;MOR1;8;1;0;R;1;4167417554
44165;567719857;90;11.24.2025 11:43 PM;MOR1;8;10;0;L;1;4167417554
44165;567848196;89;11.24.2025 11:43 PM;MOR1;8;10;0;L;1;4167417554
44165;567902105;93;11.24.2025 11:41 PM;MOR1;8;12;0;L;1;4167417554
44165;567902105;93;11.24.2025 11:41 PM;MOR1;8;12;0;L;1;4167417554
44165;567902117;92;11.24.2025 11:41 PM;MOR1;8;12;0;L;1;4167417554
44165;567902118;92;11.24.2025 11:41 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567902281;91;11.24.2025 11:42 PM;MOR1;8;12;0;L;1;4167417554
44165;567904629;94;11.24.2025 11:41 PM;MOR1;8;14;0;L;1;4167417554
44165;567894337;96;11.24.2025 11:40 PM;MOR1;8;17;0;L;1;4167417554
44165;567894337;95;11.24.2025 11:40 PM;MOR1;8;17;0;L;1;4167417554
44165;567894345;97;11.24.2025 11:39 PM;MOR1;8;18;0;L;1;4167417554
44165;567897378;86;11.24.2025 11:38 PM;MOR1;8;32;0;L;1;4167417554
44165;567910779;98;11.24.2025 11:39 PM;MOR1;8;32;0;L;1;4167417554
44165;567863111;99;11.24.2025 11:34 PM;MOR1;9;4;0;L;1;4167417554
44165;567862185;100;11.24.2025 11:34 PM;MOR1;9;5;0;L;1;4167417554
44165;567863110;101;11.24.2025 11:35 PM;MOR1;9;9;0;L;1;4167417554
44165;567863110;101;11.24.2025 11:35 PM;MOR1;9;9;0;L;1;4167417554
44165;567863110;101;11.24.2025 11:35 PM;MOR1;9;9;0;L;1;4167417554
44165;567943948;102;11.24.2025 11:35 PM;MOR1;9;17;0;R;1;4167417554
44165;567943948;102;11.24.2025 11:35 PM;MOR1;9;17;0;R;1;4167417554
44165;567943948;102;11.24.2025 11:35 PM;MOR1;9;17;0;R;1;4167417554
44165;567886596;105;11.24.2025 11:36 PM;MOR1;9;33;0;L;1;4167417554
44165;567886596;105;11.24.2025 11:36 PM;MOR1;9;33;0;L;1;4167417554
44165;567889856;103;11.24.2025 11:36 PM;MOR1;9;33;0;L;1;4167417554
44165;567889856;103;11.24.2025 11:36 PM;MOR1;9;33;0;L;1;4167417554
44165;567889856;104;11.24.2025 11:36 PM;MOR1;9;33;0;L;1;4167417554
44165;567433415;107;11.24.2025 11:33 PM;MOR1;10;1;0;L;1;4167417554
44165;567829958;106;11.24.2025 11:33 PM;MOR1;10;1;0;L;1;4167417554
44165;567862004;108;11.24.2025 11:33 PM;MOR1;10;1;0;L;1;4167417554
44165;567862023;109;11.24.2025 11:31 PM;MOR1;10;2;0;L;1;4167417554
44165;567937564;110;11.24.2025 11:32 PM;MOR1;10;2;0;R;1;4167417554
44165;567639451;111;11.24.2025 11:31 PM;MOR1;10;3;0;L;1;4167417554
44165;567806045;113;11.24.2025 11:30 PM;MOR1;10;4;0;R;1;4167417554
44165;567842145;112;11.24.2025 11:30 PM;MOR1;10;4;0;R;1;4167417554
44165;567842145;112;11.24.2025 11:30 PM;MOR1;10;4;0;R;1;4167417554
44165;567842145;112;11.24.2025 11:31 PM;MOR1;10;4;0;R;1;4167417554
44165;567920872;114;11.24.2025 11:30 PM;MOR1;10;5;0;L;1;4167417554
44165;567851513;115;11.24.2025 11:29 PM;MOR1;10;5;0;R;1;4167417554
44165;567851513;115;11.24.2025 11:29 PM;MOR1;10;5;0;R;1;4167417554
44165;567851513;115;11.24.2025 11:29 PM;MOR1;10;5;0;R;1;4167417554
44165;567847376;116;11.24.2025 11:25 PM;MOR1;10;6;0;L;1;4167417554
44165;567847376;116;11.24.2025 11:25 PM;MOR1;10;6;0;L;1;4167417554
44165;567847376;118;11.24.2025 11:26 PM;MOR1;10;6;0;L;1;4167417554
44165;567847376;117;11.24.2025 11:27 PM;MOR1;10;6;0;L;1;4167417554
44165;567887960;119;11.24.2025 11:27 PM;MOR1;10;6;0;R;1;4167417554
44165;567887961;120;11.24.2025 11:28 PM;MOR1;10;6;0;R;1;4167417554
44165;567887961;120;11.24.2025 11:28 PM;MOR1;10;6;0;R;1;4167417554
44165;567902272;121;11.24.2025 11:24 PM;MOR1;10;9;0;R;1;4167417554
44165;567902276;122;11.24.2025 11:25 PM;MOR1;10;9;0;R;1;4167417554
44165;567904659;123;11.24.2025 11:24 PM;MOR1;10;10;0;R;1;4167417554
44165;567863264;124;11.24.2025 11:24 PM;MOR1;10;11;0;R;1;4167417554
44165;567863264;124;11.24.2025 11:24 PM;MOR1;10;11;0;R;1;4167417554
44165;567886606;125;11.24.2025 11:23 PM;MOR1;10;13;0;L;1;4167417554
44165;567857465;128;11.24.2025 11:23 PM;MOR1;10;13;0;R;1;4167417554
44165;567857465;127;11.24.2025 11:23 PM;MOR1;10;13;0;R;1;4167417554
44165;567880565;126;11.24.2025 11:23 PM;MOR1;10;13;0;R;1;4167417554
44165;567880565;126;11.24.2025 11:23 PM;MOR1;10;13;0;R;1;4167417554
44165;567904613;126;11.24.2025 11:24 PM;MOR1;10;13;0;R;1;4167417554
44165;567937833;129;11.24.2025 11:22 PM;MOR1;10;14;0;L;1;4167417554
44165;567582024;130;11.24.2025 11:22 PM;MOR1;10;14;0;R;1;4167417554
44165;567582024;130;11.24.2025 11:22 PM;MOR1;10;14;0;R;1;4167417554
44165;567897774;131;11.24.2025 11:22 PM;MOR1;10;14;0;R;1;4167417554
44165;567628841;132;11.24.2025 11:20 PM;MOR1;10;15;0;L;1;4167417554
44165;567805913;90;11.24.2025 11:21 PM;MOR1;10;15;0;L;1;4167417554
44165;567886597;133;11.24.2025 11:21 PM;MOR1;10;15;0;R;1;4167417554
44165;567937561;134;11.24.2025 11:19 PM;MOR1;10;16;0;R;1;4167417554
44165;567937561;135;11.24.2025 11:20 PM;MOR1;10;16;0;R;1;4167417554
44165;567641833;136;11.24.2025 11:18 PM;MOR1;10;17;0;L;1;4167417554
44165;567674968;137;11.24.2025 11:18 PM;MOR1;10;17;0;L;1;4167417554
44165;567902024;138;11.24.2025 11:19 PM;MOR1;10;17;0;R;1;4167417554
44165;567895989;139;11.24.2025 11:18 PM;MOR1;10;19;0;L;1;4167417554
44165;567903544;140;11.24.2025 11:18 PM;MOR1;10;26;0;L;1;4167417554
44165;567861650;141;11.24.2025 11:17 PM;MOR1;10;27;0;R;1;4167417554
44165;567891195;142;11.24.2025 11:17 PM;MOR1;10;28;0;R;1;4167417554
44165;567891198;142;11.24.2025 11:17 PM;MOR1;10;28;0;R;1;4167417554
44165;567891198;142;11.24.2025 11:17 PM;MOR1;10;28;0;R;1;4167417554
44165;567891198;142;11.24.2025 11:17 PM;MOR1;10;28;0;R;1;4167417554
44165;567881932;115;11.24.2025 11:17 PM;MOR1;10;34;0;R;1;4167417554
44165;567920852;143;11.24.2025 11:15 PM;MOR1;10;36;0;R;1;4167417554
44165;567937553;144;11.24.2025 11:15 PM;MOR1;10;37;0;R;1;4167417554
44165;567846960;145;11.24.2025 11:14 PM;MOR1;10;48;0;R;1;4167417554
44165;567919419;146;11.24.2025 10:58 PM;MOR1;11;11;0;R;1;4167417554
44165;567919419;146;11.24.2025 10:58 PM;MOR1;11;11;0;R;1;4167417554
44165;567883913;147;11.24.2025 10:58 PM;MOR1;11;14;0;L;1;4167417554
44165;567860500;148;11.24.2025 10:58 PM;MOR1;11;15;0;L;1;4167417554
44165;567901733;149;11.24.2025 10:59 PM;MOR1;11;19;0;L;1;4167417554
44165;567895984;150;11.24.2025 11:00 PM;MOR1;11;21;0;R;1;4167417554
44165;567895984;150;11.24.2025 11:00 PM;MOR1;11;21;0;R;1;4167417554
44165;567895984;150;11.24.2025 11:00 PM;MOR1;11;21;0;R;1;4167417554
44165;567875127;88;11.24.2025 11:02 PM;MOR1;11;22;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:03 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:04 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:04 PM;MOR1;11;25;0;R;1;4167417554
44165;567878655;88;11.24.2025 11:04 PM;MOR1;11;25;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:05 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567590974;152;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875129;151;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875129;151;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875129;151;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875129;151;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875129;151;11.24.2025 11:06 PM;MOR1;11;26;0;R;1;4167417554
44165;567875132;88;11.24.2025 11:07 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;151;11.24.2025 11:07 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;88;11.24.2025 11:07 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;153;11.24.2025 11:07 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;153;11.24.2025 11:07 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;153;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;151;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;151;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;151;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;153;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;153;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;150;11.24.2025 11:08 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;150;11.24.2025 11:09 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;151;11.24.2025 11:09 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;88;11.24.2025 11:09 PM;MOR1;11;27;0;R;1;4167417554
44165;567875132;88;11.24.2025 11:09 PM;MOR1;11;27;0;R;1;4167417554
44165;567881472;153;11.24.2025 11:10 PM;MOR1;11;27;0;R;1;4167417554
44165;567881472;153;11.24.2025 11:10 PM;MOR1;11;27;0;R;1;4167417554
44165;567881472;153;11.24.2025 11:10 PM;MOR1;11;27;0;R;1;4167417554
44165;567899498;154;11.24.2025 11:10 PM;MOR1;11;29;0;R;1;4167417554
44165;567862940;156;11.24.2025 11:11 PM;MOR1;11;30;0;L;1;4167417554
44165;567862940;155;11.24.2025 11:11 PM;MOR1;11;30;0;L;1;4167417554
44165;567861627;157;11.24.2025 11:12 PM;MOR1;11;47;0;L;1;4167417554
44165;567861683;158;11.24.2025 11:12 PM;MOR1;11;47;0;L;1;4167417554
44165;567904553;146;11.24.2025 10:49 PM;MOR1;12;2;0;L;1;4167417577
44165;567904558;159;11.24.2025 10:48 PM;MOR1;12;4;0;L;1;4167417577
44165;567904558;159;11.24.2025 10:49 PM;MOR1;12;4;0;L;1;4167417577
44165;567880931;160;11.24.2025 10:48 PM;MOR1;12;10;0;R;1;4167417577
44165;567880931;160;11.24.2025 10:48 PM;MOR1;12;10;0;R;1;4167417577
44165;567907677;161;11.24.2025 10:47 PM;MOR1;12;12;0;R;1;4167417577
44165;567907677;161;11.24.2025 10:47 PM;MOR1;12;12;0;R;1;4167417577
44165;567919410;162;11.24.2025 10:47 PM;MOR1;12;16;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919409;163;11.24.2025 10:46 PM;MOR1;12;17;0;L;1;4167417577
44165;567919411;162;11.24.2025 10:47 PM;MOR1;12;17;0;L;1;4167417577
44165;567919411;162;11.24.2025 10:47 PM;MOR1;12;17;0;L;1;4167417577
44165;567919402;162;11.24.2025 10:45 PM;MOR1;12;18;0;L;1;4167417577
44165;567919402;162;11.24.2025 10:45 PM;MOR1;12;18;0;L;1;4167417577
44165;567859985;164;11.24.2025 10:45 PM;MOR1;12;19;0;R;1;4167417577
44165;567864279;160;11.24.2025 10:44 PM;MOR1;12;21;0;R;1;4167417577
44165;567883411;165;11.24.2025 10:43 PM;MOR1;12;24;0;L;1;4167417577
44165;567883411;165;11.24.2025 10:43 PM;MOR1;12;24;0;L;1;4167417577
44165;567862197;166;11.24.2025 10:43 PM;MOR1;12;25;0;R;1;4167417577
44165;567862954;168;11.24.2025 10:41 PM;MOR1;12;30;0;L;1;4167417577
44165;567946518;167;11.24.2025 10:42 PM;MOR1;12;30;0;L;1;4167417577
44165;567862944;171;11.24.2025 10:40 PM;MOR1;12;32;0;L;1;4167417577
44165;567904531;170;11.24.2025 10:41 PM;MOR1;12;32;0;L;1;4167417577
44165;567904531;169;11.24.2025 10:41 PM;MOR1;12;32;0;L;1;4167417577
44165;567876682;165;11.24.2025 10:40 PM;MOR1;12;33;0;L;1;4167417577
44165;567846963;172;11.24.2025 10:39 PM;MOR1;12;35;0;L;1;4167417577
44165;567862969;162;11.24.2025 10:38 PM;MOR1;12;37;0;L;1;4167417577
44165;567904541;173;11.24.2025 10:39 PM;MOR1;12;37;0;L;1;4167417577
44165;567862988;174;11.24.2025 10:38 PM;MOR1;12;43;0;R;1;4167417577
44165;567862988;174;11.24.2025 10:38 PM;MOR1;12;43;0;R;1;4167417577
44165;567862988;174;11.24.2025 10:38 PM;MOR1;12;43;0;R;1;4167417577
44165;567860032;175;11.24.2025 10:37 PM;MOR1;12;44;0;L;1;4167417577
44165;567860032;175;11.24.2025 10:37 PM;MOR1;12;44;0;L;1;4167417577
44165;567947126;176;11.24.2025 10:37 PM;MOR1;12;46;0;L;1;4167417577
44165;567905729;177;11.24.2025 10:08 PM;MOR1;13;9;0;L;1;4167417577
44165;567913815;178;11.24.2025 10:08 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:08 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:09 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:09 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:09 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:09 PM;MOR1;13;12;0;R;1;4167417577
44165;567913815;178;11.24.2025 10:09 PM;MOR1;13;12;0;R;1;4167417577
44165;567905691;179;11.24.2025 10:10 PM;MOR1;13;19;0;L;1;4167417577
44165;567905687;180;11.24.2025 10:11 PM;MOR1;13;20;0;L;1;4167417577
44165;567899368;181;11.24.2025 10:11 PM;MOR1;13;27;0;L;1;4167417577
44165;567899369;182;11.24.2025 10:32 PM;MOR1;13;28;0;L;1;4167417577
44165;567923717;183;11.24.2025 10:32 PM;MOR1;13;33;0;R;1;4167417577
